Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Hammer Curl Seated",3,10.0,10,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Bicep Curl (Cable)",1,5.0,10,0,0,"",,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Bicep Curl (Cable)",2,10.0,10,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Bicep Curl (Cable)",3,15.0,10,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Bicep Curl (Machine)",1,10.0,10,0,0,"",,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Bicep Curl (Machine)",2,20.0,6,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Bicep Curl (Machine)",3,15.0,6,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Triceps Extension (Barbell)",1,40.0,10,0,0,"Standing ",,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Triceps Extension (Barbell)",2,40.0,9,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Triceps Extension (Barbell)",3,40.0,8,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Triceps Extension (Dumbbell)",1,30.0,10,0,0,"Dumbel",,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Triceps Extension (Dumbbell)",2,30.0,9,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Triceps Extension (Dumbbell)",3,30.0,9,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Triceps Extension (Barbell)",1,40.0,9,0,0,"Seated ",,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Triceps Extension (Barbell)",2,30.0,10,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Triceps Extension (Barbell)",3,30.0,10,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Tricep Extension Dumbbell Seated",1,30.0,10,0,0,"Dumbbell",,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Tricep Extension Dumbbell Seated",2,30.0,10,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Tricep Extension Dumbbell Seated",3,30.0,10,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Skullcrusher (Barbell)",1,30.0,10,0,0,"",,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Skullcrusher (Barbell)",2,30.0,9,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Skullcrusher (Barbell)",3,30.0,7,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Triceps Pushdown (Cable - Straight Bar)",1,30.0,10,0,0,"Rope",,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Triceps Pushdown (Cable - Straight Bar)",2,30.0,8,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Triceps Pushdown (Cable - Straight Bar)",3,30.0,5,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Triceps Pushdown (Cable - Straight Bar)",1,80.0,12,0,0,"Machine ",,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Triceps Pushdown (Cable - Straight Bar)",2,90.0,10,0,0,,,
2024-01-05 19:12:25,"Bicep & Tricep",1h 46m,"Triceps Pushdown (Cable - Straight Bar)",3,90.0,10,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Bench Press - Close Grip (Barbell)",1,74.99999999999999,10,0,0,"","",
2024-01-08 19:28:55,"Chest",1h 9m,"Bench Press - Close Grip (Barbell)",2,74.99999999999999,10,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Bench Press - Close Grip (Barbell)",3,74.99999999999999,9,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Bench Press - Close Grip (Barbell)",4,65.0,10,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Bench Press - Close Grip (Barbell)",5,65.0,9,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Bench Press - Close Grip (Barbell)",6,65.0,8,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Incline Bench Press (Barbell)",1,65.0,15,0,0,"",,
2024-01-08 19:28:55,"Chest",1h 9m,"Incline Bench Press (Barbell)",2,74.99999999999999,8,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Incline Bench Press (Barbell)",3,70.0,6,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Incline Bench Press (Barbell)",4,65.0,8,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Incline Bench Press (Barbell)",5,65.0,8,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Incline Bench Press (Barbell)",6,65.0,8,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Bench Press (Dumbbell)",1,30.0,15,0,0,"",,
2024-01-08 19:28:55,"Chest",1h 9m,"Bench Press (Dumbbell)",2,40.0,14,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Bench Press (Dumbbell)",3,50.0,10,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Bench Dumbel Hammer Press",1,50.0,8,0,0,"",,
2024-01-08 19:28:55,"Chest",1h 9m,"Bench Dumbel Hammer Press",2,40.0,9,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Bench Dumbel Hammer Press",3,40.0,8,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Chest Fly (Dumbbell)",1,40.0,10,0,0,"",,
2024-01-08 19:28:55,"Chest",1h 9m,"Chest Fly (Dumbbell)",2,40.0,8,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Chest Fly (Dumbbell)",3,30.0,10,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Incline Chest Fly (Dumbbell)",1,40.0,8,0,0,"",,
2024-01-08 19:28:55,"Chest",1h 9m,"Incline Chest Fly (Dumbbell)",2,30.0,10,0,0,,,
2024-01-08 19:28:55,"Chest",1h 9m,"Incline Chest Fly (Dumbbell)",3,30.0,10,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Seated Overhead Press (Barbell)",1,50.0,9,0,0,"","",
2024-01-08 20:38:45,"Shoulder",1h 18m,"Seated Overhead Press (Barbell)",2,50.0,6,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Seated Overhead Press (Barbell)",3,40.0,10,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Seated Overhead Press (Dumbbell)",1,40.0,10,0,0,"",,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Seated Overhead Press (Dumbbell)",2,40.0,8,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Seated Overhead Press (Dumbbell)",3,40.0,8,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Arnold Press (Dumbbell)",1,40.0,8,0,0,"Full rotation ",,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Arnold Press (Dumbbell)",2,40.0,7,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Arnold Press (Dumbbell)",3,30.0,10,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Neck Shoulder Press",1,40.0,8,0,0,"",,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Neck Shoulder Press",2,40.0,9,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Neck Shoulder Press",3,40.0,8,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Front Raise (Dumbbell)",1,20.0,11,0,0,"",,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Front Raise (Dumbbell)",2,20.0,10,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Front Raise (Dumbbell)",3,20.0,12,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Lateral Raise (Dumbbell)",1,20.0,10,0,0,"",,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Lateral Raise (Dumbbell)",2,20.0,10,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Lateral Raise (Dumbbell)",3,20.0,10,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Bent Over Raise",1,30.0,12,0,0,"",,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Bent Over Raise",2,30.0,12,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Bent Over Raise",3,30.0,12,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Cross Body Raise ",1,15.0,10,0,0,"",,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Cross Body Raise ",2,15.0,10,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Cross Body Raise ",3,15.0,10,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Super Man Raise Bench Reverse ",1,30.0,8,0,0,"",,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Super Man Raise Bench Reverse ",2,20.0,10,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Super Man Raise Bench Reverse ",3,20.0,10,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Standing Dumbly Ass Fly",1,20.0,12,0,0,"",,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Standing Dumbly Ass Fly",2,20.0,10,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Standing Dumbly Ass Fly",3,20.0,10,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Shrug (Barbell)",1,60.0,12,0,0,"",,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Shrug (Barbell)",2,60.0,10,0,0,,,
2024-01-08 20:38:45,"Shoulder",1h 18m,"Shrug (Barbell)",3,60.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl (Barbell)",1,30.0,10,0,0,"","",
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl (Barbell)",2,30.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl (Barbell)",3,30.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl (Barbell)",1,30.0,10,0,0,"Low set",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl (Barbell)",2,30.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl (Barbell)",3,30.0,8,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl Dumbbell Double Arm",1,30.0,4,0,0,"",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl Dumbbell Double Arm",2,20.0,8,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl Dumbbell Double Arm",3,20.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl (Dumbbell)",1,10.0,10,0,0,"Single arm",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl (Dumbbell)",2,10.0,8,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl (Dumbbell)",3,10.0,9,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Hammer Curl (Dumbbell)",1,10.0,10,0,0,"",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Hammer Curl (Dumbbell)",2,10.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Hammer Curl (Dumbbell)",3,10.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl Dumbbell Double Arm Seated",1,20.0,10,0,0,"",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl Dumbbell Double Arm Seated",2,20.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl Dumbbell Double Arm Seated",3,20.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl Dumbbell Single Arm Seated",1,10.0,10,0,0,"",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl Dumbbell Single Arm Seated",2,10.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl Dumbbell Single Arm Seated",3,10.0,9,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Hammer Curl Seated",1,10.0,10,0,0,"",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Hammer Curl Seated",2,10.0,11,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Hammer Curl Seated",3,10.0,13,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl (Cable)",1,15.0,15,0,0,"",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl (Cable)",2,15.0,8,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl (Cable)",3,10.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl (Machine)",1,12.5,10,0,0,"",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl (Machine)",2,12.5,9,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Bicep Curl (Machine)",3,12.5,6,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Triceps Extension (Barbell)",1,30.0,15,0,0,"",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Triceps Extension (Barbell)",2,30.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Triceps Extension (Barbell)",3,30.0,8,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Triceps Extension (Dumbbell)",1,25.0,10,0,0,"Center plate",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Triceps Extension (Dumbbell)",2,25.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Triceps Extension (Dumbbell)",3,25.0,7,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Triceps Extension (Barbell)",1,30.0,10,0,0,"Seated ",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Triceps Extension (Barbell)",2,30.0,7,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Triceps Extension (Barbell)",3,30.0,8,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Skullcrusher (Barbell)",1,30.0,10,0,0,"",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Skullcrusher (Barbell)",2,30.0,8,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Skullcrusher (Barbell)",3,30.0,6,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Tricep Extension Dumbbell Seated",1,25.0,10,0,0,"Center plate",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Tricep Extension Dumbbell Seated",2,25.0,8,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Tricep Extension Dumbbell Seated",3,25.0,8,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Triceps Pushdown (Cable - Straight Bar)",1,30.0,14,0,0,"",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Triceps Pushdown (Cable - Straight Bar)",2,30.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Triceps Pushdown (Cable - Straight Bar)",3,30.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Triceps Dip",1,90.0,12,0,0,"",,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Triceps Dip",2,90.0,10,0,0,,,
2024-01-10 20:02:31,"Bicep & Tricep",1h 11m,"Triceps Dip",3,90.0,8,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Bench Press - Close Grip (Barbell)",1,74.99999999999999,10,0,0,"","",
2024-01-12 15:39:53,"Chest",46m,"Bench Press - Close Grip (Barbell)",2,74.99999999999999,7,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Bench Press - Close Grip (Barbell)",3,65.0,8,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Bench Press - Close Grip (Barbell)",4,65.0,6,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Bench Press - Close Grip (Barbell)",5,60.0,7,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Bench Press - Close Grip (Barbell)",6,60.0,6,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Incline Bench Press (Barbell)",1,70.0,8,0,0,"",,
2024-01-12 15:39:53,"Chest",46m,"Incline Bench Press (Barbell)",2,65.0,7,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Incline Bench Press (Barbell)",3,60.0,8,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Incline Bench Press (Barbell)",4,55.0,7,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Incline Bench Press (Barbell)",5,50.0,6,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Incline Bench Press (Barbell)",6,45.0,8,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Bench Press (Dumbbell)",1,50.0,15,0,0,"",,
2024-01-12 15:39:53,"Chest",46m,"Bench Press (Dumbbell)",2,50.0,8,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Bench Press (Dumbbell)",3,50.0,6,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Bench Dumbel Hammer Press",1,40.0,7,0,0,"",,
2024-01-12 15:39:53,"Chest",46m,"Bench Dumbel Hammer Press",2,30.0,10,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Bench Dumbel Hammer Press",3,30.0,9,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Chest Fly (Dumbbell)",1,30.0,10,0,0,"",,
2024-01-12 15:39:53,"Chest",46m,"Chest Fly (Dumbbell)",2,30.0,10,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Chest Fly (Dumbbell)",3,30.0,8,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Incline Chest Fly (Dumbbell)",1,30.0,10,0,0,"",,
2024-01-12 15:39:53,"Chest",46m,"Incline Chest Fly (Dumbbell)",2,30.0,8,0,0,,,
2024-01-12 15:39:53,"Chest",46m,"Incline Chest Fly (Dumbbell)",3,30.0,8,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Seated Overhead Press (Barbell)",1,50.0,15,0,0,"","",
2024-01-13 12:19:16,"Shoulder",1h 2m,"Seated Overhead Press (Barbell)",2,50.0,10,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Seated Overhead Press (Barbell)",3,50.0,8,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Seated Overhead Press (Dumbbell)",1,50.0,5,0,0,"",,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Seated Overhead Press (Dumbbell)",2,40.0,7,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Seated Overhead Press (Dumbbell)",3,40.0,8,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Arnold Press (Dumbbell)",1,40.0,9,0,0,"Full turn ",,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Arnold Press (Dumbbell)",2,40.0,6,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Arnold Press (Dumbbell)",3,40.0,7,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Neck Shoulder Press",1,40.0,8,0,0,"",,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Neck Shoulder Press",2,40.0,6,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Neck Shoulder Press",3,40.0,10,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Front Raise (Dumbbell)",1,20.0,10,0,0,"",,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Front Raise (Dumbbell)",2,20.0,10,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Front Raise (Dumbbell)",3,20.0,8,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Lateral Raise (Dumbbell)",1,20.0,8,0,0,"",,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Lateral Raise (Dumbbell)",2,20.0,10,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Lateral Raise (Dumbbell)",3,20.0,10,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Bent Over Raise",1,24.0,15,0,0,"",,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Bent Over Raise",2,24.0,10,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Bent Over Raise",3,24.0,10,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Cross Body Raise ",1,12.0,12,0,0,"",,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Cross Body Raise ",2,12.0,12,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Cross Body Raise ",3,12.0,10,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Super Man Raise Bench Reverse ",1,24.0,8,0,0,"",,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Super Man Raise Bench Reverse ",2,20.0,9,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Super Man Raise Bench Reverse ",3,16.0,20,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Standing Dumbly Ass Fly",1,20.0,14,0,0,"",,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Standing Dumbly Ass Fly",2,20.0,12,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Standing Dumbly Ass Fly",3,20.0,10,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Shrug (Barbell)",1,60.0,10,0,0,"",,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Shrug (Barbell)",2,60.0,10,0,0,,,
2024-01-13 12:19:16,"Shoulder",1h 2m,"Shrug (Barbell)",3,60.0,10,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl (Barbell)",1,30.0,12,0,0,"","",
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl (Barbell)",2,30.0,10,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl (Barbell)",3,30.0,10,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl (Barbell)",1,30.0,9,0,0,"Low set",,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl (Barbell)",2,30.0,9,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl (Barbell)",3,30.0,10,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl Dumbbell Double Arm",1,20.0,8,0,0,"",,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl Dumbbell Double Arm",2,20.0,10,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl Dumbbell Double Arm",3,20.0,8,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl (Dumbbell)",1,10.0,9,0,0,"Single arm",,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl (Dumbbell)",2,10.0,8,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl (Dumbbell)",3,10.0,8,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Hammer Curl (Dumbbell)",1,10.0,8,0,0,"",,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Hammer Curl (Dumbbell)",2,10.0,9,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Hammer Curl (Dumbbell)",3,10.0,10,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl Dumbbell Double Arm Seated",1,20.0,10,0,0,"",,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl Dumbbell Double Arm Seated",2,20.0,9,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl Dumbbell Double Arm Seated",3,20.0,8,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl Dumbbell Single Arm Seated",1,10.0,10,0,0,"",,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl Dumbbell Single Arm Seated",2,10.0,8,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl Dumbbell Single Arm Seated",3,10.0,10,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Hammer Curl Seated",1,10.0,10,0,0,"",,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Hammer Curl Seated",2,10.0,9,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Hammer Curl Seated",3,10.0,10,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl (Cable)",1,15.0,10,0,0,"",,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl (Cable)",2,10.0,10,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl (Cable)",3,10.0,13,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl (Machine)",1,12.5,16,0,0,"",,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl (Machine)",2,15.0,10,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Bicep Curl (Machine)",3,15.0,7,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Triceps Extension (Barbell)",1,30.0,12,0,0,"",,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Triceps Extension (Barbell)",2,30.0,11,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Triceps Extension (Barbell)",3,30.0,10,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Triceps Extension (Dumbbell)",1,25.0,12,0,0,"Center plate",,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Triceps Extension (Dumbbell)",2,25.0,10,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Triceps Extension (Dumbbell)",3,25.0,9,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Triceps Extension (Barbell)",1,30.0,8,0,0,"Seated",,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Triceps Extension (Barbell)",2,30.0,8,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Triceps Extension (Barbell)",3,30.0,8,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Tricep Extension Dumbbell Seated",1,25.0,10,0,0,"Center plate",,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Tricep Extension Dumbbell Seated",2,25.0,9,0,0,,,
2024-01-15 10:29:59,"Bicep & Tricep",1h 12m,"Tricep Extension Dumbbell Seated",3,25.0,10,0,0,,,
